Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
CN354940887,11.01.2022,04.03.2022,CN,一种实验用新型好氧发酵装置,本发明属于微生物好氧发酵技术装备领域，涉及一种实验用新型好氧发酵装置，主要包括搅拌装置、过滤筛板(15)、倾斜侧板(17)、罐体(13)、电机(9)、速度控制器(14)、进气系统、传感系统、弧形底座(3)和固定支架(8)；所述的搅拌装置置于罐体(13)正中央，罐体左侧装有传感装置，底部装有过滤筛板(15)和倾斜侧板(17)，顶部外接电机(9)，电机通过固定支架(8)和弧形底座(3)支撑，由速度控制器(14)控制转速，进气系统位于发酵罐左方；本发明的主要特点为，过滤筛板(15)的多通孔设计不仅可以过滤发酵液，还可以增加物料与氧气的接触面积；搅拌桨叶(12)的楔形设计可以有效减少物料粘连，其在搅拌轴(11)上的规则分布还可以大大提高物料的混合程度，从而加快物料好氧发酵速度。,NANJING AGRICULTURAL UNIVERSITY; 南京农业大学,LI HUA; 李骅; ZHU ZHENMING; 朱振明; WANG JUFEI; 王居飞; XU JIALIANG; 徐家良; ZHU XUERU; 朱雪茹; LI CHAO; 李超; ZHANG QIAN; 张骞,2
US73438106,17.06.2011,22.12.2011,US,Composter for a garden,"<p id=""p-0001"" num=""0000"">A composter having a downwardly open container (<b>1</b>) which stands on the ground (<b>2</b>) and has a filling opening which is arranged on the top side and can be closed by a lid (<b>9</b>). An unventilated upper chamber (<b>10</b>), which is arranged beneath the filling opening, opens laterally into a ventilated vertical shaft (<b>13</b>) which extends downward in the container (<b>1</b>) and is bounded at the lower end by a horizontally arranged lower plate (<b>14</b>) which is arranged between the shaft (<b>13</b>) and a downwardly open, ventilated lower chamber (<b>17</b>) which reaches down as far as the lower end of the container (<b>1</b>), and next to which in the container casing there is arranged a closable lateral removal opening. The lower plate (<b>14</b>) can be pivoted about a horizontal pivot (<b>15</b>) and is coupled to a movement mechanism which is to be actuated by hand and has a handle (<b>18</b>) arranged on the outside of the container (<b>1</b>).",Wüster Heinrich,Wüster Heinrich,2
CN223937000,24.04.2018,13.07.2018,CN,一种恒温好氧微生物快速发酵装置,本发明公开了一种恒温好氧微生物快速发酵装置，包括底板，所述底板顶部的中间位置固定连接有晃动装置，所述第一支撑台顶部右侧固定连接有温度控制器，所述第一支撑台顶部且位于温度控制器的左侧固定连接有介质储存箱，所述底板顶部的左侧固定连接有供氧装置，所述发酵槽内壁的左侧开设有氧气输送管，所述氧气输送管位于发酵槽内部的一侧开设有喷孔，所述发酵槽内部顶端固定连接有温度感应器，本发明涉及微生物发酵技术领域。该恒温好氧微生物快速发酵装置，达到了增加发酵液的流动性，从而增加好养微生物与氧气的接触，加快好氧微生物的发酵速度，保持发酵液的温度一直处于好氧微生物最适范围，提高微生物的活性，缩短发酵时间的目的。,WANG XINHUI; 王心慧,WANG XINHUI; 王心慧,1
FR186201488,19.09.1990,20.03.1992,FR,TOILETTE A COMPOST ROTATIF FONCTIONNANT A SEC.,"- Assainissement.  - La toilette à compost est caractérisée en ce que: . le bac (1) est monté incliné et rotatif autour de son axe de symétrie longitudinal (x-x'), lequel forme avec le plan horizontal un angle (alpha) au moins égal à 15 degré , le bac (1) et le siège (22) étant montés relativement de telle manière que l'ensemble des génératrices verticales (G1 ,...Gn ) de l'ouverture d'évacuation (23) se projettent à l'intérieur de l'orifice de réception (6) du bac (1).  - Application aux toilettes humaines.",CENTRE EXPERIM DOCUMENT ENERGIES,JEAN-LOUIS ROCHE; ROCHE JEAN-LOUIS,0
CN299199496,07.11.2019,30.06.2020,CN,一种错位对接式有机肥好氧发酵拼装罐体,本实用新型公开了一种错位对接式有机肥好氧发酵拼装罐体，包括底座，所述底座的上端面固定连接有弧形角钢，所述弧形角钢的之间形成有圆形安装槽，所述安装槽内腔分别插接有外弧形壁板与内弧形壁板，所述外弧形壁板与内弧形壁板在圆周方向上的相邻壁板之间通过纵向连接板与螺栓组件固定连接，所述外弧形壁板与内弧形壁板在竖直方向上的相邻壁板之间通过横向连接板与所述螺栓组件固定连接在一起，本实用新型涉及有机肥发酵技术领域。该错位对接式有机肥好氧发酵拼装罐体，解决了现有有机肥好氧发酵拼装罐体拼装过程中，存在安装孔易于发生错位且安装后间隙过大不利于生产的问题。,"QINGDAO GREEN LAND ENVIRONMENT EQUIPMENT CO., LTD.; 青岛绿色家园环境设备有限公司",SUN ZHAOLI; 孙召丽; SI YANLING; 司艳玲,2
CN321183360,01.07.2020,16.03.2021,CN,一种车载喷淋式污泥处理好氧发酵除臭装置,本实用新型涉及一种车载喷淋式污泥处理好氧发酵除臭装置，包括翻抛机，翻抛机包括机体、导向轮以及翻抛滚筒，机体的前端设置有第一喷淋结构，机体上端面的前侧设置有第一药箱，第一药箱的旁侧连通设置有第一动力泵；第一喷淋结构包括第一喷淋管，第一喷淋管通过软管连接第一药箱的第一动力泵，第一喷淋管的延伸方向上间隔布置有多处喷淋分管，各喷淋分管在竖直方向上错位布置，喷淋分管的前端具有雾化喷头，机体的前端设置有安装板，安装板上设置有气缸，气缸的伸缩杆的下端与第一喷淋管的侧壁固定连接。本实用新型有效解决了现有技术中存在的污泥堆体进行翻抛时产生的恶臭物质污染环境、影响操作人员健康的技术问题。,"ZHENGZHOU MODA ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 郑州莫大环保科技有限公司",GUO CHAO; 郭超,0
CN348116153,30.09.2021,07.01.2022,CN,一种可折叠收纳的装配式微氧发酵箱,本发明提供一种可折叠收纳的装配式微氧发酵箱，其中支撑组件，包括有底部支撑架和支撑竖杆，底部支撑架外侧有矩形块，矩形块开设有通孔；其中密封盖角落处安装四个固定螺栓，密封盖通过螺栓固定在支撑竖杆上方；其中折叠组件共有四组，四组折叠组件分别转动连接在底部支撑架的外侧。该发酵箱内部空间灵活调节，折叠组件伸缩结构精简，方便展开与收纳，通过齿轮带动折叠组件伸展，具有传动结构简单，重量轻，方便安装的特点，解决发酵箱不易收纳位移、制造成本高、运输成本高、占地面积大的问题，使发酵空间四倍增长，提高发酵效率，方便各段发酵物料在不同发酵段箱体间转运，减少建材消耗，降低运输能耗，从而实现了节能减排的目的。,"BEIJING SILIANG TECHNOLOGY CO., LTD.; 北京四良科技有限公司",YU JIAYI; 于家伊; ZHANG WEN; 张文; LIU MO; 刘墨; WU JINHUI; 武金辉,0
CN406278752,21.03.2023,22.08.2023,CN,一种餐厨垃圾生物好氧发酵舱,本实用新型公开了一种餐厨垃圾生物好氧发酵舱，包括筒体，筒体内部滑动设置有升降板，升降板上开设有多个限位槽；还包括设置在限位槽上的多个舱体，且舱体与限位槽一一对应，多个舱体内均转动设置有搅拌轴，搅拌轴上固定设置有搅拌叶；多个搅拌轴上均开设有多边形槽，筒体上转动设置有多个能与多边形槽卡合的多边形块，通过在筒体内部设置多个舱体和舱体底部可以转动的升降板，使在对厨余垃圾进行投放时，旋动升降板从而投放进不同的舱体内，提升垃圾发酵的效率和质量，通过升降板底部设置的双向丝杆与转动座配合，在对发酵好的垃圾进行取出时，可以将舱体进行单独拿出，提高了舱体的利用效率。,"CHINAIR ENVIR SCI-TECH CO., LTD.; 南京清元景和环境科技有限公司",YANG GUANGPING; 杨广平; YAN LIMING; 闫黎明,1
JP267810424,04.07.1997,26.01.1999,JP,CIRCULATION TYPE COMPOST DEVICE,"PROBLEM TO BE SOLVED: To provide a device capable of smoothly feeding electricity to the respective driving sections of a compost device in which a turning device 6 for raw materials circulates along a looped fermentation tank 1. SOLUTION: The upper surface of the looped fermentation tank 1 consisting of a pair of parallel walls 1a, 1a and a pair of semicircular walls closing both respective ends of these parallel walls is provided freely movably back and forth with a truck 2. The turning device 6 for the raw materials in the fermentation tank is mounted at this truck 2. The swiveling central part in the circular part of the turning device 6 is provided with a raw material supply cylinder 4 and the outer flank of this supply cylinder 4 is provided with slip rings 4b connected to the respective driving electric devices of the fermentation device. The smooth supply of the electricity to the continuous moving parts of the turning device 6 is ensured. Since these slip rings 4b are hermetically closed against the raw materials on the outer side of the supply cylinder 4, the corrosion, etc., thereof are averted.COPYRIGHT: (C)1999,JPO",ISHIGAKI:KK; 株式会社石垣,KAJIWARA YASUNOBU; 梶原　泰信,1
CN345602865,09.08.2021,03.12.2021,CN,一种沤肥用秸秆碎末筛选装置及筛选方法,本发明公开了一种沤肥用秸秆碎末筛选装置及筛选方法，结构包括自上而下的秸秆导向盘、秸秆切压装置、分离装置；秸秆导向盘对秸秆进行规整，使其竖直掉落进秸秆切压装置，秸秆切压装置通过离心力对秸秆进行碾压和切割，将容易沤肥的叶和细茎进行粉碎，而不会强行对难以沤肥的粗茎进行切割粉碎，分离装置对叶和细茎的碎渣以及整块的粗茎进行分离。本发明将秸秆上容易和不易短期内完成沤肥的部分进行处理和分离，大大提高秸秆的利用率，区分了秸秆沤肥的时间和方式，提高了沤肥质量，避免秸秆粗茎强行切割后与易沤肥的部分一同沤肥，导致沤肥进度不一，影响沤肥总体质量。,YANCHENG POLYTECHNIC COLLEGE; 盐城工业职业技术学院,CHEN ZHONGYU; 陈中玉; LI MINGLIANG; 李明亮; MA FANG; 马方; ZHANG HENG; 张恒,0
CN295404397,21.06.2019,12.05.2020,CN,一种桑葚储装保鲜盒,本实用新型属于保鲜盒领域，尤其涉及一种桑葚储装保鲜盒，保鲜袋的一侧设有密封条，保鲜袋内设有多个放置盒，放置盒的顶部开设有多个放置槽，多个放置槽内均放置有桑葚，多个放置槽的底部内壁上均开设有透气孔，保鲜袋内填充有氧气，多个放置盒的顶部均固定安装有两个安装座，安装座的顶部开设有安装槽，安装槽内设有锁扣机构，多个放置盒的底部均固定安装有两个安装杆，锁扣机构包括两个斜边座和两个控制杆，安装槽的两侧内壁上均开设有凹槽，两个斜边座滑动安装在对应的凹槽内，本实用新型结构合理，该装置能有效防止桑葚发生挤压，且保鲜效果好，不会发生厌氧发酵，提高了桑葚的完整性，保障了桑葚的营养及食用品质。,CHONGQING ACADEMY OF ANIMAL SCIENCES; 重庆市畜牧科学院,WANG HAIYAN; 王海燕; LI RUI; 李睿; WANG XIAOYAN; 王小燕; ZENG XIU; 曾秀; ZHOU CHAN; 周婵; WANG JIEPING; 王介平; LYU JINFENG; 吕金凤; GU SHANLIN; 谷山林,0
JP270264802,31.10.2003,26.05.2005,JP,METHOD AND APPARATUS FOR TREATING EXCESS SLUDGE,"PROBLEM TO BE SOLVED: To provide an excess sludge treatment method which enables the efficient solubilization treatment of excess sludge and the reutilization of the excess sludge discharged out of the system as fertilizer, and an excess sludge treatment apparatus.SOLUTION: In a wastewater treatment system 10, the excess sludge produced in a biological treatment tank 12 is subjected to solid-liquid separation treatment in a sedimentation tank 14 before allowed to flow in an electrolytic cell 40 through an excess sludge storage tank 30. The excess sludge flowing into the electrolytic cell 40 receives the addition of a potassium salt from a potassium salt adding device 44 to be subjected to electrolytic treatment by an electrolytic decomposition device 42 before returned to the biological treatment tank 12 through a treated sludge return pipe 48 being a return means. The excess sludge thus circulated in the wastewater treatment system 10 is drawn out of an excess sludge storage tank 30 through an excess sludge withdrawing pipe 38 and composted in a composting apparatus 50 to be utilized as fertilizer.COPYRIGHT: (C)2005,JPO&NCIPI",HITACHI PLANT ENG & CONSTR CO LTD; 株式会社日立プラントサービス,YAMAMOTO MAKOTO; 山本　眞; ICHIKAWA HISASHI; 市川　恒,1
CN392473743,21.09.2022,14.02.2023,CN,温度检测装置,本实用新型公开了一种温度检测装置，用于检测槽式堆肥物料的温度，包括：主杆，一端可转动地设于槽侧壁；转动驱动件，设于所述槽侧壁并连接所述主杆，所述转动驱动件驱动所述主杆沿水平方向转动以靠近或远离槽侧壁；升降驱动件，设于所述主杆远离所述槽侧壁的一端；温度探头，用于检测堆肥物料的温度，所述温度探头设于所述升降驱动件，在所述升降驱动件驱动下升降以远离或靠近堆肥物料。所述温度检测装置能够在翻抛时收回，以不影响正常翻抛。,"EVERBRIGHT ENVIROTECH (CHINA) LIMITED; 光大环境科技（中国）有限公司; EVERBRIGHT ENVIRONMENTAL PROTECTION RESEARCH INSTITUTE (NANJING) CO., LTD.; 光大环保技术研究院（南京）有限公司; EVERBRIGHTU ENVIRONMENTALU PROTECTIONU TECHNOLOGYU INSTITUTEU (SHENZHEN)U LTD.; 光大环保技术研究院（深圳）有限公司",YANG LINAN; 杨丽楠; WANG ZHI; 王智; GU CHUANG; 古创; WANG TENG; 王腾; WANG YUCHANG; 汪昱昌; WANG GAN; 王干; TONG SHENGBAO; 童胜宝,0
